epoch,accuracy,loss,lr,RAM,gpu_mem,modality_weights
47/100,82.93615,0.2966,0.00274,40.19/503.47G,19.31G,0.5131382  0.48686185
48/100,82.84622,0.29181,0.00266,39.34/503.47G,19.31G,0.5102524  0.48974755
49/100,83.43076,0.28229,0.00258,39.47/503.47G,19.31G,0.5072913 0.4927087
50/100,82.80126,0.28558,0.0025,39.92/503.47G,19.31G,0.509309 0.490691
51/100,83.79047,0.28196,0.00242,39.19/503.47G,19.31G,0.5081313  0.49186867
52/100,83.4982,0.2812,0.00234,39.45/503.47G,19.31G,0.5036352  0.49636474
53/100,83.70054,0.27704,0.00227,39.71/503.47G,19.31G,0.5047912 0.4952088
54/100,82.89119,0.28632,0.00219,29.69/503.47G,19.31G,0.50496507 0.49503496
55/100,82.91367,0.29485,0.00211,32.91/503.47G,19.31G,0.501406 0.498594
56/100,83.0036,0.28869,0.00203,32.13/503.47G,19.31G,0.5040574  0.49594256
57/100,83.18345,0.2841,0.00195,33.03/503.47G,19.31G,0.50605714 0.49394286
58/100,83.65558,0.28815,0.00188,33.23/503.47G,19.31G,0.5016107  0.49838927
59/100,83.31835,0.28489,0.0018,33.21/503.47G,19.31G,0.50066984 0.4993302
60/100,82.57644,0.29446,0.00173,32.98/503.47G,19.31G,0.5008663 0.4991337
61/100,82.82374,0.28938,0.00165,31.16/503.47G,19.31G,0.49866807 0.50133187
62/100,84.41996,0.27082,0.00158,32.90/503.47G,19.31G,0.49465114 0.50534886
63/100,82.89119,0.2842,0.00151,33.80/503.47G,19.31G,0.4932687 0.5067313
64/100,83.40827,0.28183,0.00144,30.76/503.47G,19.31G,0.4930887 0.5069113
65/100,83.76799,0.27425,0.00137,25.79/503.47G,19.31G,0.49036288 0.50963706
66/100,83.22842,0.28005,0.0013,26.17/503.47G,19.31G,0.49394548 0.50605446
67/100,84.28507,0.26832,0.00123,26.39/503.47G,19.31G,0.4922038  0.50779617
68/100,84.01529,0.27493,0.00116,26.99/503.47G,19.31G,0.48919418 0.51080585
69/100,82.93615,0.28562,0.0011,31.47/503.47G,19.31G,0.48906848 0.51093155
70/100,83.85791,0.27829,0.00103,32.23/503.47G,19.31G,0.48899037 0.51100963
71/100,83.67806,0.28106,0.00097,32.32/503.47G,19.31G,0.48737526 0.51262474
72/100,84.1277,0.26945,0.00091,32.79/503.47G,19.31G,0.48464727 0.5153527
73/100,83.79047,0.27341,0.00085,32.09/503.47G,19.31G,0.4848346 0.5151654
74/100,84.21763,0.27491,0.00079,32.86/503.47G,19.31G,0.48397225 0.51602775
75/100,83.85791,0.27494,0.00073,35.44/503.47G,19.31G,0.48434037 0.5156596
76/100,84.55486,0.27166,0.00068,33.53/503.47G,19.31G,0.48216724 0.51783276
77/100,85.04946,0.26337,0.00062,32.97/503.47G,19.31G,0.48141944 0.51858056
78/100,84.21763,0.27385,0.00057,33.26/503.47G,19.31G,0.48106536 0.51893467
79/100,83.81295,0.27455,0.00052,34.47/503.47G,19.31G,0.4812248 0.5187752
80/100,83.61061,0.26975,0.00048,32.98/503.47G,19.31G,0.480963 0.519037
81/100,84.84712,0.26731,0.00043,32.62/503.47G,19.31G,0.48099497 0.51900506
82/100,84.06025,0.27191,0.00039,33.48/503.47G,19.31G,0.48004296 0.51995707
83/100,85.13939,0.2633,0.00035,34.20/503.47G,19.31G,0.4800762 0.5199238
84/100,84.71223,0.26883,0.00031,33.09/503.47G,19.31G,0.47926223 0.52073777
85/100,84.10522,0.26501,0.00027,37.61/503.47G,19.31G,0.47874656 0.5212534
86/100,84.375,0.26701,0.00024,37.25/503.47G,19.31G,0.47848096 0.52151906
87/100,84.71223,0.26613,0.00021,37.12/503.47G,19.31G,0.47805443 0.5219456
88/100,84.8696,0.2584,0.00018,36.82/503.47G,19.31G,0.4778594  0.52214056
89/100,84.59982,0.26195,0.00015,37.15/503.47G,19.31G,0.47744417 0.5225558
90/100,84.93705,0.26573,0.00012,38.02/503.47G,19.31G,0.4769729 0.5230271
91/100,84.93705,0.26246,0.0001,36.86/503.47G,20.89G,0.47687757 0.52312243
92/100,84.77968,0.26177,8e-05,38.39/503.47G,20.89G,0.47675034 0.5232496
93/100,84.93705,0.26701,6e-05,36.60/503.47G,20.89G,0.47660923 0.52339077
94/100,84.24011,0.26683,4e-05,35.25/503.47G,20.89G,0.47656026 0.5234397
95/100,84.73471,0.26849,3e-05,35.72/503.47G,20.89G,0.47647807 0.5235219
96/100,84.53237,0.27099,2e-05,35.02/503.47G,20.89G,0.47646952 0.52353054
97/100,83.67806,0.2739,1e-05,35.54/503.47G,20.89G,0.4764499  0.52355003
98/100,84.66727,0.26186,0.0,36.41/503.47G,20.89G,0.47644907 0.5235509
99/100,84.8696,0.26439,0.0,36.87/503.47G,20.89G,0.4764469  0.52355313
100/100,84.71223,0.26429,0.0,36.68/503.47G,20.89G,0.47644672 0.5235533
